x,lap,speed,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160
28.4477419283884,1,5.51118948401691,0,1.42590300703231,0,0,0,0,0,0,0,0,0,6.14819398593539,0,0.0776955791485706,0,3.0446222836512,0,0,0,0,0,0,0,0,0.574096992967695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57409699296769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22588956508396,0,0,0,0.922304420851429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72948815126484,0,0,0,0,0,0,0,1.58129416532945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348207427883735,0,0,0,0,0,0,0,0,0,0,0,0.348207427883735,0,0,0,0,0.651792572116265,0,0,0,0
28.7935727881168,1,5.47645755693709,0,1.79935442934046,0,0,0,0,0,0,0,0,0,5.51654874566344,0,0.258274372831718,0,3.16220975214881,0,0,0,0,0,0,0,0,0.258274372831718,0,0,0,0,0,0,0.0576288021721764,0,0,0,0,0,0,0,0,0,0,0,3.25827437283172,0.0576288021721764,0,0,0,0,0,0,0.0576288021721764,0,0,0,0,0,0,0,0.83245192066733,0,0,0,0.741725627168282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83245192066733,0,0,0,0,0,0,0,2.37353197717607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425822452164388,0,0,0,0,0,0,0,0,0,0,0,0.425822452164388,0,0,0,0,0.516548745663435,0,0,0,0
29.7590011144493,1,5.66268896118804,0,2.18971265745359,0,0,0,0,0,0,0,0,0,5.10897736909929,0,0.402619946894247,0,2.18971265745359,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,3,0.244201342003233,0,0,0,0,0,0,0.353178711102519,0,0,0,0,0,0,0,0.81028734254641,0,0,0,0.54289136855611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10392992034137,0,0,0,0,0,0,0,3.23915389324532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0.45710863144389,0,0,0,0
31.4896285113543,1,5.44869219950885,0,2.7326040260097,0,0,0,0,0,0,0,0,0,4.13217200108635,0,0.0544886845496429,0,0.511597315993533,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462156080201805,0,0,0,0,0,0,0,0,0,0,0,2.95055876420827,0.244201342003233,0,0,0,0,0,0,1.15841860489101,0,0,0,0,0,0,0,1.43391399945682,0,0.244201342003233,0,0.488402684006467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,1.95055876420827,0,0,0,0,0,0,0.244201342003233,3.3844727636651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298690026552876,0,0,0,0
33.6726076935153,1,5.27625312194671,0,2.75075120923885,0,0,0,0,0,0,0,0,0,3.87792289642948,0,0,0,0.353178711102519,0,0.402619946894247,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03129405256258,0,0,0,0,0,0,0,0,0,0,0,3.59233260434784,0.0544886845496429,0,0,0,0,0,0,1.08578273711222,0,0,0,0,0,0,0,1.50654986723562,0,0.402619946894247,0,0.45710863144389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,2.40261994689425,0,0,0,0,0,0,0.402619946894247,3.61552723633491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45710863144389,0,0,0,0
33.654605848039,1,5.09222311253353,0,1.89102263090071,0,0,0,0,0,0,0,0,0,4.88292321032521,0,0,0,0.651868737655396,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61047978757699,0,0,0,0,0,0,0,0,0,0,0,3.8052398937885,0,0,0,0,0,0,0,1.15841860489101,0,0,0,0,0,0,0,0.787092710559343,0,0.244201342003233,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,0,2.59233260434784,0,0,0,0,0,0,0.244201342003233,3.37942531490718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298690026552876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706357422205038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54289136855611,0,0,0,0
30.813041254223,1,5.4225894519135,0,0.706357422205038,0,0,0,0,0,0,0,0,0,5.67811534146006,0,0,0,1.29364257779496,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976805368012933,0,0,0,0,0,0,0,0,0,0,0,3.60242750186367,0,0,0,0,0,0,0,0.891022630900714,0,0,0,0,0,0,0,0.163466053648929,0,0.0544886845496429,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298690026552876,0,0,0,0,0,0,2.46215608020181,0,0.0544886845496429,0,0,0,0,0.0544886845496429,2.86477602709605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298690026552876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78204526180143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81028734254641,0,0,0,0
29.3560004091358,1,6.03736767732289,0,0.108977369099286,0,0,0,0,0,0,0,0,0,6.13522397290395,0,0,0,1.29364257779496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0.217954738198572,0,0,0,0,0,0,0,0,0,0,0,4.13522397290395,0.108977369099286,0,0,0,0,0,0,0.353178711102519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298690026552876,0,0,0,0,0,0,2.78709271055934,0,0.244201342003233,0,0,0,0,0,2.43391399945682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,2.09888247158346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13522397290395,0,0,0,0
28.2437882212539,1,6.63428634465865,0,0,0,0,0,0,0,0,0,0,0,5.90916981412987,0,0,0,0.597380053105753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,4.31178976102411,0.54289136855611,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,0,3.31683720978203,0,0.402619946894247,0,0,0,0,0,1.91421726288778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0.353178711102519,0,0,0,0,1.08578273711222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10392992034137,0,0,0,0
27.8985079182927,1,7.66550890747571,0,0,0,0,0,0,0,0,0,0,0,4.68316279021797,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,0,0,0,0,0,0,0,3.38952021242301,1.04944123579173,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,3.22100671001617,0,0.244201342003233,0,0,0,0,0,1.19476010621151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0.945511315450357,0,0,0,0,0.217954738198572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54289136855611,0,0,0,0
28.4437952332451,1,8.32634523493777,0,0,0,0,0,0,0,0,0,0,0,3.86477602709605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,3.57113344930109,0.891022630900714,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,3.02319463198707,0,0.0544886845496429,0,0,0,0,0,1.16346605364893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29364257779496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0
29.1367346109733,1,8.49388943972314,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,3.3481312623446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,4.69626252468921,0.353178711102519,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62362665691041,0,0,0,0,0,0,0,1.59233260434784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05448868454964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.9366159972608,1,7.96291334654835,0,0,0,0,0,0,0,0,0.244201342003233,0,0,2.59738005310575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0807352883543,0.0544886845496429,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13217200108635,0,0,0,0,0,0,0,1.59233260434784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841581395108986,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.6262188531267,1,7.8403139372837,0,0,0,0,0,0,0,0,0.402619946894247,0,0,2.21795473819857,0,0,0,0.217954738198572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81028734254641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92736413222121,0,0,0,0,0,0,0,1.05448868454964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859728578338138,0,0,0,0,0.217954738198572,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
