x,lap,speed,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160
27.2068235289405,1,7.8751820874291,0,0,0,0,0,0,0,0,0.244201342003233,0,0,2.54289136855611,0,0,0,1.24924879076115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59738005310575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42581457888131,0,0,0,0,0,0,0,0.760846106754681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488402684006467,0,0,0,0,1.19476010621151,0,0,0,0.45710863144389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0780132279502,1,7.66869954607722,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,3.10392992034137,0,0,0,2.8859751821428,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,4.64682128889748,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488402684006467,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62362665691041,0,0.0544886845496429,0,0,0,0,0,1.24420134200323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0.108977369099286,0,0,0,0,2.58728515558992,0,0,0,0.488402684006467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.4202976879807,1,7.65337234978372,0,0,0,0,0,0,0,0,0,0,0,3.13522397290395,0,0,0,3.28859512903705,0,0.298690026552876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488402684006467,0,0,0,0,0,4.3481312623446,0,0,0,0,0,0,0,0.0544886845496429,0,0,0.54289136855611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805239893788495,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45710863144389,0,0.298690026552876,0,0,0,0,0,1.8052398937885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,2.69626252468921,0,0,0,0.45710863144389,0,0.0544886845496429,0,0,0,0.0544886845496429,0,0,0.0544886845496429,0,0,0,0,0,0,0,0
22.4539708295799,1,7.97519232584904,0,0,0,0,0,0,0,0,0,0,0,2.86477602709605,0,0,0,2.08578273711222,0,0.646821288897481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805239893788495,0,0,0,0,0,3.59738005310575,0,0,0,0,0,0,0,0.244201342003233,0,0,1.10392992034137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488402684006467,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05448868454964,0,0.755798657996767,0,0,0,0,0,1.7326040260097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,0,0,1.68316279021797,0,0,0,0.244201342003233,0,0.244201342003233,0,0,0,0.244201342003233,0,0,0.244201342003233,0,0,0,0,0,0,0,0
21.5635422896019,1,7.56528506980249,0,0,0,0,0,0,0,0,0,0,0,2.84158139510899,0,0,0,0.919264711645696,0,0.646821288897481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54289136855611,0,0,0,0,0,3.10897736909929,0,0,0,0,0,0,0,0.45710863144389,0,0,1.13522397290395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95055876420827,0,1.24420134200323,0,0,0,0,0,1.62057468509282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0.163466053648929,0,0,0,0,1.07768331653671,0,0,0,0.0544886845496429,0.0544886845496429,0.402619946894247,0,0,0,0.402619946894247,0,0,0.402619946894247,0,0,0,0,0,0,0,0
22.1816505033937,1,7.49837744373436,0,0,0,0,0,0,0,0,0,0,0,3.10392992034137,0,0,0,0.298690026552876,0,0.298690026552876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353178711102519,0,0,0,0,0,3.05448868454964,0,0,0,0,0,0,0,0.54289136855611,0,0,0.755798657996767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51159731599353,0,1.59233260434784,0,0,0,0,0,1.78709271055934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0.841581395108986,0,0,0,0,0.7326040260097,0,0,0,0,0.244201342003233,0.244201342003233,0,0,0,0.244201342003233,0,0,0.244201342003233,0,0,0,0,0,0,0,0
23.1479082412049,1,7.41372886066819,0,0,0,0,0,0,0,0,0,0,0,2.78204526180143,0,0,0,0.163466053648929,0,0.0544886845496429,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,3.18971265745359,0,0,0,0,0,0,0,0.701309973447124,0,0,0.298690026552876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02624660380466,0,1.3481312623446,0,0,0,0,0,2.04944123579173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69626252468921,0,0,0,0,0.511597315993533,0,0,0,0,0.402619946894247,0.0544886845496429,0,0,0,0.0544886845496429,0,0,0.0544886845496429,0,0,0,0,0,0,0,0
23.2202739359217,1,7.09195622508313,0,0,0,0,0,0,0,0,0,0,0,1.86477602709605,0,0,0,0.651868737655396,0,0,0,0,0,0,0,0,0.488402684006467,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,3.21290728944066,0,0,0,0,0,0,0,0.701309973447124,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85972857833814,0,0.597380053105753,0,0,0,0,0,1.59233260434784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5378439197982,0,0,0,0,0.353178711102519,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.1719425337711,1,7.16675854888748,0,0.0544886845496429,0,0,0,0,0,0,0,0,0.0544886845496429,1.46720352895972,0,0,0,1.59233260434784,0,0.0544886845496429,0,0,0,0,0,0,0.805239893788495,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,3.03129405256258,0,0,0,0,0,0,0,0.651868737655396,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0.0544886845496429,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14027142166186,0,0.108977369099286,0,0,0,0,0,0.760846106754681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651868737655396,0,0,0,0,0.651868737655396,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.8289490225211,1,6.9919079425475,0,0.462156080201805,0,0,0,0,0,0,0,0,0.244201342003233,2.6518687376554,0,0,0,1.99495255124209,0,0.244201342003233,0,0,0,0,0,0,0.488402684006467,0,0,0,0,0,0,0.0544886845496429,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,3.02319463198707,0,0,0,0,0,0,0,0.945511315450357,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0.298690026552876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86477602709605,0,0,0,0,0,0,0,0.815334791304324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0,1.29364257779496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.9965355688962,1,6.26016452229487,0,1.48840268400647,0,0,0,0,0,0,0,0,0.402619946894247,4.39757249813633,0,0,0,1.59738005310575,0,0.402619946894247,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0.298690026552876,0,0,0.244201342003233,0,0,0,0,0,0,0,0,2.97680536801293,0,0,0,0,0,0,0,1.10392992034137,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0.646821288897481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29364257779496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.7241525700799,1,6.03736767732314,0,2.67001592088455,0,0,0,0,0,0.0544886845496429,0,0,0.244201342003233,5.40766739565216,0,0,0,1.35317871110252,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864776027096053,0,0,0.402619946894247,0,0,0,0,0,0,0,0,3.07768331653671,0,0,0,0,0,0,0,0.896070079658629,0,0,0,0,0,0,0,0.244201342003233,0,0.0544886845496429,0,0.701309973447124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488402684006467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46215608020181,0,0,0,0,0,0,0,3.40261994689425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402619946894247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597380053105753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429
34.0381731125935,1,6.48964018319806,0,3.51969673656904,0,0,0,0,0,0.244201342003233,0,0,0.0544886845496429,6.4652080520194,0,0,0,1.3481312623446,0,0.0544886845496429,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,1.78709271055934,0,0,0.244201342003233,0,0,0,0,0,0,0,0,3.43896144821474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.108977369099286,0,0.298690026552876,0,0.597380053105753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.805239893788495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37942531490718,0,0,0,0,0,0,0,4.32493663035754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233
36.1673389294674,1,7.79211547059184,0,4.42581457888132,0,0,0,0,0,0.402619946894247,0,0,0,7.22600702391189,0,0,0,0.945511315450357,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,2.69626252468921,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,4.29364257779496,0,0,0,0,0,0,0,1.10392992034137,0,0,0,0,0,0,0,0.244201342003233,0,0.646821288897481,0,0.701309973447124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488402684006467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96365849867951,0,0,0,0,0,0,0,4.50654986723562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402619946894247
39.8817859157029,1,8.22881945948567,0,4.81333931436401,0,0,0,0,0,0.244201342003233,0,0,0,6.1978120780291,0,0,0,0.353178711102519,0,0,0,0.402619946894247,0,0,0,0,0,0,0,0,0,0,0,2.64682128889748,0,0,0,0,0,0,0,0,0,0,0,4.56103855178526,0,0,0,0,0,0,0,0.787092710559343,0,0,0,0,0,0,0,0.402619946894247,0,0.646821288897481,0,0.646821288897481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108977369099286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57418542111869,0,0,0,0,0,0,0,3.78709271055934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244201342003233
42.0662058090797,1,9.11407826279602,0,4.6155272363349,0,0,0,0,0,0.0544886845496429,0,0,0,4.99694802818241,0,0,0,0.0544886845496429,0,0,0,0.244201342003233,0,0,0,0,0,0,0,0,0,0,0,2.41271484441008,0,0,0,0,0,0,0,0,0,0,0,4.22605415877408,0,0,0,0,0,0,0,0.620574685092819,0,0,0,0,0,0,0,0.244201342003233,0,0.298690026552876,0,0.298690026552876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37637334308959,0,0,0,0,0,0,0.0544886845496429,3.10897736909929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544886845496429
